,tokens,Sentiment,No Stops,Unicode,Stemmed
613,"[u'An', u'absolute', u'must', u'visit']",1,"[u'An', u'absolute', u'must', u'visit']","[u'An', u'absolute', u'must', u'visit']","[u'An', u'absolut', u'must', u'visit']"
614,"[u'The', u'cow', u'tongue', u'and', u'cheek', u'tacos', u'are', u'amazing']",1,"[u'The', u'cow', u'tongue', u'cheek', u'tacos', u'amazing']","[u'The', u'cow', u'tongue', u'cheek', u'tacos', u'amazing']","[u'the', u'cow', u'tongu', u'cheek', u'taco', u'amaz']"
615,"[u'My', u'friend', u'did', u'not', u'like', u'his', u'Bloody', u'Mary']",0,"[u'My', u'friend', u'like', u'Bloody', u'Mary']","[u'My', u'friend', u'like', u'Bloody', u'Mary']","[u'My', u'friend', u'like', u'bloodi', u'mari']"
616,"[u'Despite', u'how', u'hard', u'I', u'rate', u'businesses', u'its', u'actually', u'rare', u'for', u'me', u'to', u'give', u'a', u'1', u'star']",0,"[u'Despite', u'hard', u'I', u'rate', u'businesses', u'actually', u'rare', u'give', u'1', u'star']","[u'Despite', u'hard', u'I', u'rate', u'businesses', u'actually', u'rare', u'give', u'1', u'star']","[u'despit', u'hard', u'I', u'rate', u'busi', u'actual', u'rare', u'give', u'1', u'star']"
617,"[u'They', u'really', u'want', u'to', u'make', u'your', u'experience', u'a', u'good', u'one']",1,"[u'They', u'really', u'want', u'make', u'experience', u'good', u'one']","[u'They', u'really', u'want', u'make', u'experience', u'good', u'one']","[u'they', u'realli', u'want', u'make', u'experi', u'good', u'one']"
618,"[u'I', u'will', u'not', u'return']",0,"[u'I', u'return']","[u'I', u'return']","[u'I', u'return']"
619,"[u'I', u'had', u'the', u'chicken', u'Pho', u'and', u'it', u'tasted', u'very', u'bland']",0,"[u'I', u'chicken', u'Pho', u'tasted', u'bland']","[u'I', u'chicken', u'Pho', u'tasted', u'bland']","[u'I', u'chicken', u'pho', u'tast', u'bland']"
620,"[u'Very', u'disappointing']",0,"[u'Very', u'disappointing']","[u'Very', u'disappointing']","[u'veri', u'disappoint']"
621,"[u'The', u'grilled', u'chicken', u'was', u'so', u'tender', u'and', u'yellow', u'from', u'the', u'saffron', u'seasoning']",1,"[u'The', u'grilled', u'chicken', u'tender', u'yellow', u'saffron', u'seasoning']","[u'The', u'grilled', u'chicken', u'tender', u'yellow', u'saffron', u'seasoning']","[u'the', u'grill', u'chicken', u'tender', u'yellow', u'saffron', u'season']"
622,"[u'a', u'drive', u'thru', u'means', u'you', u'do', u'not', u'want', u'to', u'wait', u'around', u'for', u'half', u'an', u'hour', u'for', u'your', u'food', u'but', u'somehow', u'when', u'we', u'end', u'up', u'going', u'here', u'they', u'make', u'us', u'wait', u'and', u'wait']",0,"[u'drive', u'thru', u'means', u'want', u'wait', u'around', u'half', u'hour', u'food', u'somehow', u'end', u'going', u'make', u'us', u'wait', u'wait']","[u'drive', u'thru', u'means', u'want', u'wait', u'around', u'half', u'hour', u'food', u'somehow', u'end', u'going', u'make', u'us', u'wait', u'wait']","[u'drive', u'thru', u'mean', u'want', u'wait', u'around', u'half', u'hour', u'food', u'somehow', u'end', u'go', u'make', u'us', u'wait', u'wait']"
623,"[u'Pretty', u'awesome', u'place']",1,"[u'Pretty', u'awesome', u'place']","[u'Pretty', u'awesome', u'place']","[u'pretti', u'awesom', u'place']"
624,"[u'Ambience', u'is', u'perfect']",1,"[u'Ambience', u'perfect']","[u'Ambience', u'perfect']","[u'ambienc', u'perfect']"
625,"[u'Best', u'of', u'luck', u'to', u'the', u'rude', u'and', u'non', u'customer', u'service', u'focused', u'new', u'management']",0,"[u'Best', u'luck', u'rude', u'non', u'customer', u'service', u'focused', u'new', u'management']","[u'Best', u'luck', u'rude', u'non', u'customer', u'service', u'focused', u'new', u'management']","[u'best', u'luck', u'rude', u'non', u'custom', u'servic', u'focus', u'new', u'manag']"
626,"[u'Any', u'grandmother', u'can', u'make', u'a', u'roasted', u'chicken', u'better', u'than', u'this', u'one']",0,"[u'Any', u'grandmother', u'make', u'roasted', u'chicken', u'better', u'one']","[u'Any', u'grandmother', u'make', u'roasted', u'chicken', u'better', u'one']","[u'ani', u'grandmoth', u'make', u'roast', u'chicken', u'better', u'one']"
627,"[u'I', u'asked', u'multiple', u'times', u'for', u'the', u'wine', u'list', u'and', u'after', u'some', u'time', u'of', u'being', u'ignored', u'I', u'went', u'to', u'the', u'hostess', u'and', u'got', u'one', u'myself']",0,"[u'I', u'asked', u'multiple', u'times', u'wine', u'list', u'time', u'ignored', u'I', u'went', u'hostess', u'got', u'one']","[u'I', u'asked', u'multiple', u'times', u'wine', u'list', u'time', u'ignored', u'I', u'went', u'hostess', u'got', u'one']","[u'I', u'ask', u'multipl', u'time', u'wine', u'list', u'time', u'ignor', u'I', u'went', u'hostess', u'got', u'one']"
628,"[u'The', u'staff', u'is', u'always', u'super', u'friendly', u'and', u'helpful', u'which', u'is', u'especially', u'cool', u'when', u'you', u'bring', u'two', u'small', u'boys', u'and', u'a', u'baby']",1,"[u'The', u'staff', u'always', u'super', u'friendly', u'helpful', u'especially', u'cool', u'bring', u'two', u'small', u'boys', u'baby']","[u'The', u'staff', u'always', u'super', u'friendly', u'helpful', u'especially', u'cool', u'bring', u'two', u'small', u'boys', u'baby']","[u'the', u'staff', u'alway', u'super', u'friendli', u'help', u'especi', u'cool', u'bring', u'two', u'small', u'boy', u'babi']"
629,"[u'Four', u'stars', u'for', u'the', u'food', u'the', u'guy', u'in', u'the', u'blue', u'shirt', u'for', u'his', u'great', u'vibe', u'still', u'letting', u'us', u'in', u'to', u'eat']",1,"[u'Four', u'stars', u'food', u'guy', u'blue', u'shirt', u'great', u'vibe', u'still', u'letting', u'us', u'eat']","[u'Four', u'stars', u'food', u'guy', u'blue', u'shirt', u'great', u'vibe', u'still', u'letting', u'us', u'eat']","[u'four', u'star', u'food', u'guy', u'blue', u'shirt', u'great', u'vibe', u'still', u'let', u'us', u'eat']"
630,"[u'The', u'roast', u'beef', u'sandwich', u'tasted', u'really', u'good']",1,"[u'The', u'roast', u'beef', u'sandwich', u'tasted', u'really', u'good']","[u'The', u'roast', u'beef', u'sandwich', u'tasted', u'really', u'good']","[u'the', u'roast', u'beef', u'sandwich', u'tast', u'realli', u'good']"
631,"[u'Same', u'evening', u'him', u'and', u'I', u'are', u'both', u'drastically', u'sick']",0,"[u'Same', u'evening', u'I', u'drastically', u'sick']","[u'Same', u'evening', u'I', u'drastically', u'sick']","[u'same', u'even', u'I', u'drastic', u'sick']"
632,"[u'High', u'quality', u'chicken', u'on', u'the', u'chicken', u'Caesar', u'salad']",1,"[u'High', u'quality', u'chicken', u'chicken', u'Caesar', u'salad']","[u'High', u'quality', u'chicken', u'chicken', u'Caesar', u'salad']","[u'high', u'qualiti', u'chicken', u'chicken', u'caesar', u'salad']"
633,"[u'Ordered', u'burger', u'rare', u'came', u'in', u'we', u'll', u'done']",0,"[u'Ordered', u'burger', u'rare', u'came', u'done']","[u'Ordered', u'burger', u'rare', u'came', u'done']","[u'order', u'burger', u'rare', u'came', u'done']"
634,"[u'We', u'were', u'promptly', u'greeted', u'and', u'seated']",1,"[u'We', u'promptly', u'greeted', u'seated']","[u'We', u'promptly', u'greeted', u'seated']","[u'We', u'promptli', u'greet', u'seat']"
635,"[u'Tried', u'to', u'go', u'here', u'for', u'lunch', u'and', u'it', u'was', u'a', u'madhouse']",0,"[u'Tried', u'go', u'lunch', u'madhouse']","[u'Tried', u'go', u'lunch', u'madhouse']","[u'tri', u'go', u'lunch', u'madhous']"
636,"[u'I', u'was', u'proven', u'dead', u'wrong', u'by', u'this', u'sushi', u'bar', u'not', u'only', u'because', u'the', u'quality', u'is', u'great', u'but', u'the', u'service', u'is', u'fast', u'and', u'the', u'food', u'impeccable']",1,"[u'I', u'proven', u'dead', u'wrong', u'sushi', u'bar', u'quality', u'great', u'service', u'fast', u'food', u'impeccable']","[u'I', u'proven', u'dead', u'wrong', u'sushi', u'bar', u'quality', u'great', u'service', u'fast', u'food', u'impeccable']","[u'I', u'proven', u'dead', u'wrong', u'sushi', u'bar', u'qualiti', u'great', u'servic', u'fast', u'food', u'impecc']"
637,"[u'After', u'waiting', u'an', u'hour', u'and', u'being', u'seated', u'I', u'was', u'not', u'in', u'the', u'greatest', u'of', u'moods']",0,"[u'After', u'waiting', u'hour', u'seated', u'I', u'greatest', u'moods']","[u'After', u'waiting', u'hour', u'seated', u'I', u'greatest', u'moods']","[u'after', u'wait', u'hour', u'seat', u'I', u'greatest', u'mood']"
638,"[u'This', u'is', u'a', u'good', u'joint']",1,"[u'This', u'good', u'joint']","[u'This', u'good', u'joint']","[u'thi', u'good', u'joint']"
639,"[u'The', u'Macarons', u'here', u'are', u'insanely', u'good']",1,"[u'The', u'Macarons', u'insanely', u'good']","[u'The', u'Macarons', u'insanely', u'good']","[u'the', u'macaron', u'insan', u'good']"
640,"[u'I', u'm', u'not', u'eating', u'here']",0,"[u'I', u'eating']","[u'I', u'eating']","[u'I', u'eat']"
641,"[u'Our', u'waiter', u'was', u'very', u'attentive', u'friendly', u'and', u'informative']",1,"[u'Our', u'waiter', u'attentive', u'friendly', u'informative']","[u'Our', u'waiter', u'attentive', u'friendly', u'informative']","[u'our', u'waiter', u'attent', u'friendli', u'inform']"
642,"[u'Maybe', u'if', u'they', u'weren', u't', u'cold', u'they', u'would', u'have', u'been', u'somewhat', u'edible']",0,"[u'Maybe', u'cold', u'would', u'somewhat', u'edible']","[u'Maybe', u'cold', u'would', u'somewhat', u'edible']","[u'mayb', u'cold', u'would', u'somewhat', u'edibl']"
643,"[u'This', u'place', u'has', u'a', u'lot', u'of', u'promise', u'but', u'fails', u'to', u'deliver']",0,"[u'This', u'place', u'lot', u'promise', u'fails', u'deliver']","[u'This', u'place', u'lot', u'promise', u'fails', u'deliver']","[u'thi', u'place', u'lot', u'promis', u'fail', u'deliv']"
644,"[u'Very', u'bad', u'Experience']",0,"[u'Very', u'bad', u'Experience']","[u'Very', u'bad', u'Experience']","[u'veri', u'bad', u'experi']"
645,"[u'What', u'a', u'mistake']",0,"[u'What', u'mistake']","[u'What', u'mistake']","[u'what', u'mistak']"
646,"[u'Food', u'was', u'average', u'at', u'best']",0,"[u'Food', u'average', u'best']","[u'Food', u'average', u'best']","[u'food', u'averag', u'best']"
647,"[u'Great', u'food']",1,"[u'Great', u'food']","[u'Great', u'food']","[u'great', u'food']"
648,"[u'We', u'won', u't', u'be', u'going', u'back', u'anytime', u'soon']",0,"[u'We', u'going', u'back', u'anytime', u'soon']","[u'We', u'going', u'back', u'anytime', u'soon']","[u'We', u'go', u'back', u'anytim', u'soon']"
649,"[u'Very', u'Very', u'Disappointed', u'ordered', u'the', u'35', u'Big', u'Bay', u'Plater']",0,"[u'Very', u'Very', u'Disappointed', u'ordered', u'35', u'Big', u'Bay', u'Plater']","[u'Very', u'Very', u'Disappointed', u'ordered', u'35', u'Big', u'Bay', u'Plater']","[u'veri', u'veri', u'disappoint', u'order', u'35', u'big', u'bay', u'plater']"
650,"[u'Great', u'place', u'to', u'relax', u'and', u'have', u'an', u'awesome', u'burger', u'and', u'beer']",1,"[u'Great', u'place', u'relax', u'awesome', u'burger', u'beer']","[u'Great', u'place', u'relax', u'awesome', u'burger', u'beer']","[u'great', u'place', u'relax', u'awesom', u'burger', u'beer']"
651,"[u'It', u'is', u'PERFECT', u'for', u'a', u'sit', u'down', u'family', u'meal', u'or', u'get', u'together', u'with', u'a', u'few', u'friends']",1,"[u'It', u'PERFECT', u'sit', u'family', u'meal', u'get', u'together', u'friends']","[u'It', u'PERFECT', u'sit', u'family', u'meal', u'get', u'together', u'friends']","[u'It', u'perfect', u'sit', u'famili', u'meal', u'get', u'togeth', u'friend']"
652,"[u'Not', u'much', u'flavor', u'to', u'them', u'and', u'very', u'poorly', u'constructed']",0,"[u'Not', u'much', u'flavor', u'poorly', u'constructed']","[u'Not', u'much', u'flavor', u'poorly', u'constructed']","[u'not', u'much', u'flavor', u'poorli', u'construct']"
653,"[u'The', u'patio', u'seating', u'was', u'very', u'comfortable']",1,"[u'The', u'patio', u'seating', u'comfortable']","[u'The', u'patio', u'seating', u'comfortable']","[u'the', u'patio', u'seat', u'comfort']"
654,"[u'The', u'fried', u'rice', u'was', u'dry', u'as', u'well']",0,"[u'The', u'fried', u'rice', u'dry', u'well']","[u'The', u'fried', u'rice', u'dry', u'well']","[u'the', u'fri', u'rice', u'dri', u'well']"
655,"[u'Hands', u'down', u'my', u'favorite', u'Italian', u'restaurant']",1,"[u'Hands', u'favorite', u'Italian', u'restaurant']","[u'Hands', u'favorite', u'Italian', u'restaurant']","[u'hand', u'favorit', u'italian', u'restaur']"
656,"[u'That', u'just', u'SCREAMS', u'LEGIT', u'in', u'my', u'book', u'somethat', u's', u'also', u'pretty', u'rare', u'here', u'in', u'Vegas']",1,"[u'That', u'SCREAMS', u'LEGIT', u'book', u'somethat', u'also', u'pretty', u'rare', u'Vegas']","[u'That', u'SCREAMS', u'LEGIT', u'book', u'somethat', u'also', u'pretty', u'rare', u'Vegas']","[u'that', u'scream', u'legit', u'book', u'somethat', u'also', u'pretti', u'rare', u'vega']"
657,"[u'It', u'was', u'just', u'not', u'a', u'fun', u'experience']",1,"[u'It', u'fun', u'experience']","[u'It', u'fun', u'experience']","[u'It', u'fun', u'experi']"
658,"[u'The', u'atmosphere', u'was', u'great', u'with', u'a', u'lovely', u'duo', u'of', u'violinists', u'playing', u'songs', u'we', u'requested']",1,"[u'The', u'atmosphere', u'great', u'lovely', u'duo', u'violinists', u'playing', u'songs', u'requested']","[u'The', u'atmosphere', u'great', u'lovely', u'duo', u'violinists', u'playing', u'songs', u'requested']","[u'the', u'atmospher', u'great', u'love', u'duo', u'violinist', u'play', u'song', u'request']"
659,"[u'I', u'personally', u'love', u'the', u'hummus', u'pita', u'baklava', u'falafels', u'and', u'Baba', u'Ganoush', u'it', u's', u'amazing', u'what', u'they', u'do', u'with', u'eggplant']",1,"[u'I', u'personally', u'love', u'hummus', u'pita', u'baklava', u'falafels', u'Baba', u'Ganoush', u'amazing', u'eggplant']","[u'I', u'personally', u'love', u'hummus', u'pita', u'baklava', u'falafels', u'Baba', u'Ganoush', u'amazing', u'eggplant']","[u'I', u'person', u'love', u'hummu', u'pita', u'baklava', u'falafel', u'baba', u'ganoush', u'amaz', u'eggplant']"
660,"[u'Very', u'convenient', u'since', u'we', u'were', u'staying', u'at', u'the', u'MGM']",1,"[u'Very', u'convenient', u'since', u'staying', u'MGM']","[u'Very', u'convenient', u'since', u'staying', u'MGM']","[u'veri', u'conveni', u'sinc', u'stay', u'mgm']"
661,"[u'The', u'owners', u'are', u'super', u'friendly', u'and', u'the', u'staff', u'is', u'courteous']",1,"[u'The', u'owners', u'super', u'friendly', u'staff', u'courteous']","[u'The', u'owners', u'super', u'friendly', u'staff', u'courteous']","[u'the', u'owner', u'super', u'friendli', u'staff', u'courteou']"
662,"[u'Both', u'great']",1,"[u'Both', u'great']","[u'Both', u'great']","[u'both', u'great']"
663,"[u'Eclectic', u'selection']",1,"[u'Eclectic', u'selection']","[u'Eclectic', u'selection']","[u'eclect', u'select']"
664,"[u'The', u'sweet', u'potato', u'tots', u'were', u'good', u'but', u'the', u'onion', u'rings', u'were', u'perfection', u'or', u'as', u'close', u'as', u'I', u'have', u'had']",1,"[u'The', u'sweet', u'potato', u'tots', u'good', u'onion', u'rings', u'perfection', u'close', u'I']","[u'The', u'sweet', u'potato', u'tots', u'good', u'onion', u'rings', u'perfection', u'close', u'I']","[u'the', u'sweet', u'potato', u'tot', u'good', u'onion', u'ring', u'perfect', u'close', u'I']"
665,"[u'The', u'staff', u'was', u'very', u'attentive']",1,"[u'The', u'staff', u'attentive']","[u'The', u'staff', u'attentive']","[u'the', u'staff', u'attent']"
666,"[u'And', u'the', u'chef', u'was', u'generous', u'with', u'his', u'time', u'even', u'came', u'around', u'twice', u'so', u'we', u'can', u'take', u'pictures', u'with', u'him']",1,"[u'And', u'chef', u'generous', u'time', u'even', u'came', u'around', u'twice', u'take', u'pictures']","[u'And', u'chef', u'generous', u'time', u'even', u'came', u'around', u'twice', u'take', u'pictures']","[u'and', u'chef', u'gener', u'time', u'even', u'came', u'around', u'twice', u'take', u'pictur']"
667,"[u'The', u'owner', u'used', u'to', u'work', u'at', u'Nobu', u'so', u'this', u'place', u'is', u'really', u'similar', u'for', u'half', u'the', u'price']",1,"[u'The', u'owner', u'used', u'work', u'Nobu', u'place', u'really', u'similar', u'half', u'price']","[u'The', u'owner', u'used', u'work', u'Nobu', u'place', u'really', u'similar', u'half', u'price']","[u'the', u'owner', u'use', u'work', u'nobu', u'place', u'realli', u'similar', u'half', u'price']"
668,"[u'Google', u'mediocre', u'and', u'I', u'imagine', u'Smashburger', u'will', u'pop', u'up']",0,"[u'Google', u'mediocre', u'I', u'imagine', u'Smashburger', u'pop']","[u'Google', u'mediocre', u'I', u'imagine', u'Smashburger', u'pop']","[u'googl', u'mediocr', u'I', u'imagin', u'smashburg', u'pop']"
669,"[u'dont', u'go', u'here']",0,"[u'dont', u'go']","[u'dont', u'go']","[u'dont', u'go']"
670,"[u'I', u'promise', u'they', u'won', u't', u'disappoint']",1,"[u'I', u'promise', u'disappoint']","[u'I', u'promise', u'disappoint']","[u'I', u'promis', u'disappoint']"
671,"[u'As', u'a', u'sushi', u'lover', u'avoid', u'this', u'place', u'by', u'all', u'means']",0,"[u'As', u'sushi', u'lover', u'avoid', u'place', u'means']","[u'As', u'sushi', u'lover', u'avoid', u'place', u'means']","[u'As', u'sushi', u'lover', u'avoid', u'place', u'mean']"
672,"[u'What', u'a', u'great', u'double', u'cheeseburger']",1,"[u'What', u'great', u'double', u'cheeseburger']","[u'What', u'great', u'double', u'cheeseburger']","[u'what', u'great', u'doubl', u'cheeseburg']"
673,"[u'Awesome', u'service', u'and', u'food']",1,"[u'Awesome', u'service', u'food']","[u'Awesome', u'service', u'food']","[u'awesom', u'servic', u'food']"
674,"[u'A', u'fantastic', u'neighborhood', u'gem']",1,"[u'A', u'fantastic', u'neighborhood', u'gem']","[u'A', u'fantastic', u'neighborhood', u'gem']","[u'A', u'fantast', u'neighborhood', u'gem']"
675,"[u'I', u'can', u't', u'wait', u'to', u'go', u'back']",1,"[u'I', u'wait', u'go', u'back']","[u'I', u'wait', u'go', u'back']","[u'I', u'wait', u'go', u'back']"
676,"[u'The', u'plantains', u'were', u'the', u'worst', u'I', u've', u'ever', u'tasted']",0,"[u'The', u'plantains', u'worst', u'I', u'ever', u'tasted']","[u'The', u'plantains', u'worst', u'I', u'ever', u'tasted']","[u'the', u'plantain', u'worst', u'I', u'ever', u'tast']"
677,"[u'It', u's', u'a', u'great', u'place', u'and', u'I', u'highly', u'recommend', u'it']",1,"[u'It', u'great', u'place', u'I', u'highly', u'recommend']","[u'It', u'great', u'place', u'I', u'highly', u'recommend']","[u'It', u'great', u'place', u'I', u'highli', u'recommend']"
