,tokens,Sentiment,No Stops
889,"[u'My', u'boyfriend', u'tried', u'the', u'Mediterranean', u'Chicken', u'Salad', u'and', u'fell', u'in', u'love']",1,"[u'My', u'boyfriend', u'tried', u'Mediterranean', u'Chicken', u'Salad', u'fell', u'love']"
890,"[u'Their', u'rotating', u'beers', u'on', u'tap', u'is', u'also', u'a', u'highlight', u'of', u'this', u'place']",1,"[u'Their', u'rotating', u'beers', u'tap', u'also', u'highlight', u'place']"
891,"[u'Pricing', u'is', u'a', u'bit', u'of', u'a', u'concern', u'at', u'Mellow', u'Mushroom']",0,"[u'Pricing', u'bit', u'concern', u'Mellow', u'Mushroom']"
892,"[u'Worst', u'Thai', u'ever']",0,"[u'Worst', u'Thai', u'ever']"
893,"[u'If', u'you', u'stay', u'in', u'Vegas', u'you', u'must', u'get', u'breakfast', u'here', u'at', u'least', u'once']",1,"[u'If', u'stay', u'Vegas', u'must', u'get', u'breakfast', u'least']"
894,"[u'I', u'want', u'to', u'first', u'say', u'our', u'server', u'was', u'great', u'and', u'we', u'had', u'perfect', u'service']",1,"[u'I', u'want', u'first', u'say', u'server', u'great', u'perfect', u'service']"
895,"[u'The', u'pizza', u'selections', u'are', u'good']",1,"[u'The', u'pizza', u'selections', u'good']"
896,"[u'I', u'had', u'strawberry', u'tea', u'which', u'was', u'good']",1,"[u'I', u'strawberry', u'tea', u'good']"
897,"[u'Highly', u'unprofessional', u'and', u'rude', u'to', u'a', u'loyal', u'patron']",0,"[u'Highly', u'unprofessional', u'rude', u'loyal', u'patron']"
898,"[u'Overall', u'a', u'great', u'experience']",1,"[u'Overall', u'great', u'experience']"
899,"[u'Spend', u'your', u'money', u'elsewhere']",0,"[u'Spend', u'money', u'elsewhere']"
900,"[u'Their', u'regular', u'toasted', u'bread', u'was', u'equally', u'satisfying', u'with', u'the', u'occasional', u'pats', u'of', u'butter', u'Mmmm']",1,"[u'Their', u'regular', u'toasted', u'bread', u'equally', u'satisfying', u'occasional', u'pats', u'butter', u'Mmmm']"
901,"[u'The', u'Buffet', u'at', u'Bellagio', u'was', u'far', u'from', u'what', u'I', u'anticipated']",0,"[u'The', u'Buffet', u'Bellagio', u'far', u'I', u'anticipated']"
902,"[u'And', u'the', u'drinks', u'are', u'WEAK', u'people']",0,"[u'And', u'drinks', u'WEAK', u'people']"
903,"[u'My', u'order', u'was', u'not', u'correct']",0,"[u'My', u'order', u'correct']"
904,"[u'Also', u'I', u'feel', u'like', u'the', u'chips', u'are', u'bought', u'not', u'made', u'in', u'house']",0,"[u'Also', u'I', u'feel', u'like', u'chips', u'bought', u'made', u'house']"
905,"[u'After', u'the', u'disappointing', u'dinner', u'we', u'went', u'elsewhere', u'for', u'dessert']",0,"[u'After', u'disappointing', u'dinner', u'went', u'elsewhere', u'dessert']"
906,"[u'The', u'chips', u'and', u'sals', u'a', u'here', u'is', u'amazing']",1,"[u'The', u'chips', u'sals', u'amazing']"
907,"[u'We', u'won', u't', u'be', u'returning']",0,"[u'We', u'returning']"
908,"[u'This', u'is', u'my', u'new', u'fav', u'Vegas', u'buffet', u'spot']",1,"[u'This', u'new', u'fav', u'Vegas', u'buffet', u'spot']"
909,"[u'I', u'seriously', u'cannot', u'believe', u'that', u'the', u'owner', u'has', u'so', u'many', u'unexperienced', u'employees', u'that', u'all', u'are', u'running', u'around', u'like', u'chickens', u'with', u'their', u'heads', u'cut', u'off']",0,"[u'I', u'seriously', u'cannot', u'believe', u'owner', u'many', u'unexperienced', u'employees', u'running', u'around', u'like', u'chickens', u'heads', u'cut']"
910,"[u'Very', u'very', u'sad']",0,"[u'Very', u'sad']"
911,"[u'i', u'felt', u'insulted', u'and', u'disrespected', u'how', u'could', u'you', u'talk', u'and', u'judge', u'another', u'human', u'being', u'like', u'that']",0,"[u'felt', u'insulted', u'disrespected', u'could', u'talk', u'judge', u'another', u'human', u'like']"
912,"[u'How', u'can', u'you', u'call', u'yourself', u'a', u'steakhouse', u'if', u'you', u'can', u't', u'properly', u'cook', u'a', u'steak', u'I', u'don', u't', u'understand']",0,"[u'How', u'call', u'steakhouse', u'properly', u'cook', u'steak', u'I', u'understand']"
913,"[u'I', u'm', u'not', u'impressed', u'with', u'the', u'concept', u'or', u'the', u'food']",0,"[u'I', u'impressed', u'concept', u'food']"
914,"[u'The', u'only', u'thing', u'I', u'wasn', u't', u'too', u'crazy', u'about', u'was', u'their', u'guacamole', u'as', u'I', u'don', u't', u'like', u'it', u'pured']",0,"[u'The', u'thing', u'I', u'crazy', u'guacamole', u'I', u'like', u'pured']"
915,"[u'There', u'is', u'really', u'nothing', u'for', u'me', u'at', u'postinos', u'hope', u'your', u'experience', u'is', u'better']",0,"[u'There', u'really', u'nothing', u'postinos', u'hope', u'experience', u'better']"
916,"[u'I', u'got', u'food', u'poisoning', u'here', u'at', u'the', u'buffet']",0,"[u'I', u'got', u'food', u'poisoning', u'buffet']"
917,"[u'They', u'brought', u'a', u'fresh', u'batch', u'of', u'fries', u'and', u'I', u'was', u'thinking', u'yay', u'something', u'warm', u'but', u'no']",0,"[u'They', u'brought', u'fresh', u'batch', u'fries', u'I', u'thinking', u'yay', u'something', u'warm']"
918,"[u'What', u'SHOULD', u'have', u'been', u'a', u'hilarious', u'yummy', u'Christmas', u'Eve', u'dinner', u'to', u'remember', u'was', u'the', u'biggest', u'fail', u'of', u'the', u'entire', u'trip', u'for', u'us']",0,"[u'What', u'SHOULD', u'hilarious', u'yummy', u'Christmas', u'Eve', u'dinner', u'remember', u'biggest', u'fail', u'entire', u'trip', u'us']"
919,"[u'Needless', u'to', u'say', u'I', u'won', u't', u'be', u'going', u'back', u'anytime', u'soon']",0,"[u'Needless', u'say', u'I', u'going', u'back', u'anytime', u'soon']"
920,"[u'This', u'place', u'is', u'disgusting']",0,"[u'This', u'place', u'disgusting']"
921,"[u'Every', u'time', u'I', u'eat', u'here', u'I', u'see', u'caring', u'teamwork', u'to', u'a', u'professional', u'degree']",1,"[u'Every', u'time', u'I', u'eat', u'I', u'see', u'caring', u'teamwork', u'professional', u'degree']"
922,"[u'The', u'RI', u'style', u'calamari', u'was', u'a', u'joke']",0,"[u'The', u'RI', u'style', u'calamari', u'joke']"
923,"[u'However', u'there', u'was', u'so', u'much', u'garlic', u'in', u'the', u'fondue', u'it', u'was', u'barely', u'edible']",0,"[u'However', u'much', u'garlic', u'fondue', u'barely', u'edible']"
924,"[u'I', u'could', u'barely', u'stomach', u'the', u'meal', u'but', u'didn', u't', u'complain', u'because', u'it', u'was', u'a', u'business', u'lunch']",0,"[u'I', u'could', u'barely', u'stomach', u'meal', u'complain', u'business', u'lunch']"
925,"[u'It', u'was', u'so', u'bad', u'I', u'had', u'lost', u'the', u'heart', u'to', u'finish', u'it']",0,"[u'It', u'bad', u'I', u'lost', u'heart', u'finish']"
926,"[u'It', u'also', u'took', u'her', u'forever', u'to', u'bring', u'us', u'the', u'check', u'when', u'we', u'asked', u'for', u'it']",0,"[u'It', u'also', u'took', u'forever', u'bring', u'us', u'check', u'asked']"
927,"[u'We', u'aren', u't', u'ones', u'to', u'make', u'a', u'scene', u'at', u'restaurants', u'but', u'I', u'just', u'don', u't', u'get', u'it', u'definitely', u'lost', u'the', u'love', u'after', u'this', u'one']",0,"[u'We', u'ones', u'make', u'scene', u'restaurants', u'I', u'get', u'definitely', u'lost', u'love', u'one']"
928,"[u'Disappointing', u'experience']",0,"[u'Disappointing', u'experience']"
929,"[u'The', u'food', u'is', u'about', u'on', u'par', u'with', u'Denny', u's', u'which', u'is', u'to', u'say', u'not', u'good', u'at', u'all']",0,"[u'The', u'food', u'par', u'Denny', u'say', u'good']"
930,"[u'If', u'you', u'want', u'to', u'wait', u'for', u'mediocre', u'food', u'and', u'downright', u'terrible', u'service', u'then', u'this', u'is', u'the', u'place', u'for', u'you']",0,"[u'If', u'want', u'wait', u'mediocre', u'food', u'downright', u'terrible', u'service', u'place']"
931,"[u'WAAAAAAyyyyyyyyyy', u'over', u'rated', u'is', u'all', u'I', u'am', u'saying']",0,"[u'WAAAAAAyyyyyyyyyy', u'rated', u'I', u'saying']"
932,"[u'We', u'won', u't', u'be', u'going', u'back']",0,"[u'We', u'going', u'back']"
933,"[u'The', u'place', u'was', u'fairly', u'clean', u'but', u'the', u'food', u'simply', u'wasn', u't', u'worth', u'it']",0,"[u'The', u'place', u'fairly', u'clean', u'food', u'simply', u'worth']"
934,"[u'This', u'place', u'lacked', u'style']",0,"[u'This', u'place', u'lacked', u'style']"
935,"[u'The', u'sangria', u'was', u'about', u'half', u'of', u'a', u'glass', u'wine', u'full', u'and', u'was', u'12', u'ridiculous']",0,"[u'The', u'sangria', u'half', u'glass', u'wine', u'full', u'12', u'ridiculous']"
936,"[u'Don', u't', u'bother', u'coming', u'here']",0,"[u'Don', u'bother', u'coming']"
937,"[u'The', u'meat', u'was', u'pretty', u'dry', u'I', u'had', u'the', u'sliced', u'brisket', u'and', u'pulled', u'pork']",0,"[u'The', u'meat', u'pretty', u'dry', u'I', u'sliced', u'brisket', u'pulled', u'pork']"
938,"[u'The', u'building', u'itself', u'seems', u'pretty', u'neat', u'the', u'bathroom', u'is', u'pretty', u'trippy', u'but', u'I', u'wouldn', u't', u'eat', u'here', u'again']",0,"[u'The', u'building', u'seems', u'pretty', u'neat', u'bathroom', u'pretty', u'trippy', u'I', u'eat']"
939,"[u'It', u'was', u'equally', u'awful']",0,"[u'It', u'equally', u'awful']"
940,"[u'Probably', u'not', u'in', u'a', u'hurry', u'to', u'go', u'back']",0,"[u'Probably', u'hurry', u'go', u'back']"
941,"[u'very', u'slow', u'at', u'seating', u'even', u'with', u'reservation']",0,"[u'slow', u'seating', u'even', u'reservation']"
942,"[u'Not', u'good', u'by', u'any', u'stretch', u'of', u'the', u'imagination']",0,"[u'Not', u'good', u'stretch', u'imagination']"
943,"[u'The', u'cashew', u'cream', u'sauce', u'was', u'bland', u'and', u'the', u'vegetables', u'were', u'undercooked']",0,"[u'The', u'cashew', u'cream', u'sauce', u'bland', u'vegetables', u'undercooked']"
944,"[u'The', u'chipolte', u'ranch', u'dipping', u'sause', u'was', u'tasteless', u'seemed', u'thin', u'and', u'watered', u'down', u'with', u'no', u'heat']",0,"[u'The', u'chipolte', u'ranch', u'dipping', u'sause', u'tasteless', u'seemed', u'thin', u'watered', u'heat']"
945,"[u'It', u'was', u'a', u'bit', u'too', u'sweet', u'not', u'really', u'spicy', u'enough', u'and', u'lacked', u'flavor']",0,"[u'It', u'bit', u'sweet', u'really', u'spicy', u'enough', u'lacked', u'flavor']"
946,"[u'I', u'was', u'VERY', u'disappointed']",0,"[u'I', u'VERY', u'disappointed']"
947,"[u'This', u'place', u'is', u'horrible', u'and', u'way', u'overpriced']",0,"[u'This', u'place', u'horrible', u'way', u'overpriced']"
948,"[u'Maybe', u'it', u's', u'just', u'their', u'Vegetarian', u'fare', u'but', u'I', u've', u'been', u'twice', u'and', u'I', u'thought', u'it', u'was', u'average', u'at', u'best']",0,"[u'Maybe', u'Vegetarian', u'fare', u'I', u'twice', u'I', u'thought', u'average', u'best']"
949,"[u'It', u'wasn', u't', u'busy', u'at', u'all', u'and', u'now', u'we', u'know', u'why']",0,"[u'It', u'busy', u'know']"
950,"[u'The', u'tables', u'outside', u'are', u'also', u'dirty', u'a', u'lot', u'of', u'the', u'time', u'and', u'the', u'workers', u'are', u'not', u'always', u'friendly', u'and', u'helpful', u'with', u'the', u'menu']",0,"[u'The', u'tables', u'outside', u'also', u'dirty', u'lot', u'time', u'workers', u'always', u'friendly', u'helpful', u'menu']"
951,"[u'The', u'ambiance', u'here', u'did', u'not', u'feel', u'like', u'a', u'buffet', u'setting', u'but', u'more', u'of', u'a', u'douchey', u'indoor', u'garden', u'for', u'tea', u'and', u'biscuits']",0,"[u'The', u'ambiance', u'feel', u'like', u'buffet', u'setting', u'douchey', u'indoor', u'garden', u'tea', u'biscuits']"
952,"[u'Con', u'spotty', u'service']",0,"[u'Con', u'spotty', u'service']"
953,"[u'The', u'fries', u'were', u'not', u'hot', u'and', u'neither', u'was', u'my', u'burger']",0,"[u'The', u'fries', u'hot', u'neither', u'burger']"
954,"[u'But', u'then', u'they', u'came', u'back', u'cold']",0,"[u'But', u'came', u'back', u'cold']"
955,"[u'Then', u'our', u'food', u'came', u'out', u'disappointment', u'ensued']",0,"[u'Then', u'food', u'came', u'disappointment', u'ensued']"
956,"[u'The', u'real', u'disappointment', u'was', u'our', u'waiter']",0,"[u'The', u'real', u'disappointment', u'waiter']"
957,"[u'My', u'husband', u'said', u'she', u'was', u'very', u'rude', u'did', u'not', u'even', u'apologize', u'for', u'the', u'bad', u'food', u'or', u'anything']",0,"[u'My', u'husband', u'said', u'rude', u'even', u'apologize', u'bad', u'food', u'anything']"
958,"[u'The', u'only', u'reason', u'to', u'eat', u'here', u'would', u'be', u'to', u'fill', u'up', u'before', u'a', u'night', u'of', u'binge', u'drinking', u'just', u'to', u'get', u'some', u'carbs', u'in', u'your', u'stomach']",0,"[u'The', u'reason', u'eat', u'would', u'fill', u'night', u'binge', u'drinking', u'get', u'carbs', u'stomach']"
959,"[u'Insults', u'profound', u'deuchebaggery', u'and', u'had', u'to', u'go', u'outside', u'for', u'a', u'smoke', u'break', u'while', u'serving', u'just', u'to', u'solidify', u'it']",0,"[u'Insults', u'profound', u'deuchebaggery', u'go', u'outside', u'smoke', u'break', u'serving', u'solidify']"
960,"[u'If', u'someone', u'orders', u'two', u'tacos', u'don', u't', u'you', u'think', u'it', u'may', u'be', u'part', u'of', u'customer', u'service', u'to', u'ask', u'if', u'it', u'is', u'combo', u'or', u'ala', u'cart']",0,"[u'If', u'someone', u'orders', u'two', u'tacos', u'think', u'may', u'part', u'customer', u'service', u'ask', u'combo', u'ala', u'cart']"
961,"[u'She', u'was', u'quite', u'disappointed', u'although', u'some', u'blame', u'needs', u'to', u'be', u'placed', u'at', u'her', u'door']",0,"[u'She', u'quite', u'disappointed', u'although', u'blame', u'needs', u'placed', u'door']"
962,"[u'After', u'all', u'the', u'rave', u'reviews', u'I', u'couldn', u't', u'wait', u'to', u'eat', u'here', u'what', u'a', u'disappointment']",0,"[u'After', u'rave', u'reviews', u'I', u'wait', u'eat', u'disappointment']"
963,"[u'Del', u'Taco', u'is', u'pretty', u'nasty', u'and', u'should', u'be', u'avoided', u'if', u'possible']",0,"[u'Del', u'Taco', u'pretty', u'nasty', u'avoided', u'possible']"
964,"[u'It', u's', u'NOT', u'hard', u'to', u'make', u'a', u'decent', u'hamburger']",0,"[u'It', u'NOT', u'hard', u'make', u'decent', u'hamburger']"
965,"[u'But', u'I', u'don', u't', u'like', u'it']",0,"[u'But', u'I', u'like']"
966,"[u'Hell', u'no', u'will', u'I', u'go', u'back']",0,"[u'Hell', u'I', u'go', u'back']"
967,"[u'We', u've', u'have', u'gotten', u'a', u'much', u'better', u'service', u'from', u'the', u'pizza', u'place', u'next', u'door', u'than', u'the', u'services', u'we', u'received', u'from', u'this', u'restaurant']",0,"[u'We', u'gotten', u'much', u'better', u'service', u'pizza', u'place', u'next', u'door', u'services', u'received', u'restaurant']"
968,"[u'I', u'don', u't', u'know', u'what', u'the', u'big', u'deal', u'is', u'about', u'this', u'place', u'but', u'I', u'won', u't', u'be', u'back', u'ya', u'all']",0,"[u'I', u'know', u'big', u'deal', u'place', u'I', u'back', u'ya']"
969,"[u'I', u'immediately', u'said', u'I', u'wanted', u'to', u'talk', u'to', u'the', u'manager', u'but', u'I', u'did', u'not', u'want', u'to', u'talk', u'to', u'the', u'guy', u'who', u'was', u'doing', u'shots', u'of', u'fireball', u'behind', u'the', u'bar']",0,"[u'I', u'immediately', u'said', u'I', u'wanted', u'talk', u'manager', u'I', u'want', u'talk', u'guy', u'shots', u'fireball', u'behind', u'bar']"
970,"[u'The', u'ambiance', u'isn', u't', u'much', u'better']",0,"[u'The', u'ambiance', u'much', u'better']"
971,"[u'Unfortunately', u'it', u'only', u'set', u'us', u'up', u'for', u'disapppointment', u'with', u'our', u'entrees']",0,"[u'Unfortunately', u'set', u'us', u'disapppointment', u'entrees']"
972,"[u'The', u'food', u'wasn', u't', u'good']",0,"[u'The', u'food', u'good']"
973,"[u'Your', u'servers', u'suck', u'wait', u'correction', u'our', u'server', u'Heimer', u'sucked']",0,"[u'Your', u'servers', u'suck', u'wait', u'correction', u'server', u'Heimer', u'sucked']"
974,"[u'What', u'happened', u'next', u'was', u'pretty', u'off', u'putting']",0,"[u'What', u'happened', u'next', u'pretty', u'putting']"
975,"[u'too', u'bad', u'cause', u'I', u'know', u'it', u's', u'family', u'owned', u'I', u'really', u'wanted', u'to', u'like', u'this', u'place']",0,"[u'bad', u'cause', u'I', u'know', u'family', u'owned', u'I', u'really', u'wanted', u'like', u'place']"
976,"[u'Overpriced', u'for', u'what', u'you', u'are', u'getting']",0,"[u'Overpriced', u'getting']"
977,"[u'I', u'vomited', u'in', u'the', u'bathroom', u'mid', u'lunch']",0,"[u'I', u'vomited', u'bathroom', u'mid', u'lunch']"
978,"[u'I', u'kept', u'looking', u'at', u'the', u'time', u'and', u'it', u'had', u'soon', u'become', u'35', u'minutes', u'yet', u'still', u'no', u'food']",0,"[u'I', u'kept', u'looking', u'time', u'soon', u'become', u'35', u'minutes', u'yet', u'still', u'food']"
979,"[u'I', u'have', u'been', u'to', u'very', u'few', u'places', u'to', u'eat', u'that', u'under', u'no', u'circumstances', u'would', u'I', u'ever', u'return', u'to', u'and', u'this', u'tops', u'the', u'list']",0,"[u'I', u'places', u'eat', u'circumstances', u'would', u'I', u'ever', u'return', u'tops', u'list']"
980,"[u'We', u'started', u'with', u'the', u'tuna', u'sashimi', u'which', u'was', u'brownish', u'in', u'color', u'and', u'obviously', u'wasn', u't', u'fresh']",0,"[u'We', u'started', u'tuna', u'sashimi', u'brownish', u'color', u'obviously', u'fresh']"
981,"[u'Food', u'was', u'below', u'average']",0,"[u'Food', u'average']"
982,"[u'It', u'sure', u'does', u'beat', u'the', u'nachos', u'at', u'the', u'movies', u'but', u'I', u'would', u'expect', u'a', u'little', u'bit', u'more', u'coming', u'from', u'a', u'restaurant']",0,"[u'It', u'sure', u'beat', u'nachos', u'movies', u'I', u'would', u'expect', u'little', u'bit', u'coming', u'restaurant']"
983,"[u'All', u'in', u'all', u'Ha', u'Long', u'Bay', u'was', u'a', u'bit', u'of', u'a', u'flop']",0,"[u'All', u'Ha', u'Long', u'Bay', u'bit', u'flop']"
984,"[u'The', u'problem', u'I', u'have', u'is', u'that', u'they', u'charge', u'11', u'99', u'for', u'a', u'sandwich', u'that', u'is', u'no', u'bigger', u'than', u'a', u'Subway', u'sub', u'which', u'offers', u'better', u'and', u'more', u'amount', u'of', u'vegetables']",0,"[u'The', u'problem', u'I', u'charge', u'11', u'99', u'sandwich', u'bigger', u'Subway', u'sub', u'offers', u'better', u'amount', u'vegetables']"
985,"[u'Shrimp', u'When', u'I', u'unwrapped', u'it', u'I', u'live', u'only', u'1', u'2', u'a', u'mile', u'from', u'Brushfire', u'it', u'was', u'literally', u'ice', u'cold']",0,"[u'Shrimp', u'When', u'I', u'unwrapped', u'I', u'live', u'1', u'2', u'mile', u'Brushfire', u'literally', u'ice', u'cold']"
986,"[u'It', u'lacked', u'flavor', u'seemed', u'undercooked', u'and', u'dry']",0,"[u'It', u'lacked', u'flavor', u'seemed', u'undercooked', u'dry']"
987,"[u'It', u'really', u'is', u'impressive', u'that', u'the', u'place', u'hasn', u't', u'closed', u'down']",0,"[u'It', u'really', u'impressive', u'place', u'closed']"
988,"[u'I', u'would', u'avoid', u'this', u'place', u'if', u'you', u'are', u'staying', u'in', u'the', u'Mirage']",0,"[u'I', u'would', u'avoid', u'place', u'staying', u'Mirage']"
989,"[u'The', u'refried', u'beans', u'that', u'came', u'with', u'my', u'meal', u'were', u'dried', u'out', u'and', u'crusty', u'and', u'the', u'food', u'was', u'bland']",0,"[u'The', u'refried', u'beans', u'came', u'meal', u'dried', u'crusty', u'food', u'bland']"
990,"[u'Spend', u'your', u'money', u'and', u'time', u'some', u'place', u'else']",0,"[u'Spend', u'money', u'time', u'place', u'else']"
991,"[u'A', u'lady', u'at', u'the', u'table', u'next', u'to', u'us', u'found', u'a', u'live', u'green', u'caterpillar', u'In', u'her', u'salad']",0,"[u'A', u'lady', u'table', u'next', u'us', u'found', u'live', u'green', u'caterpillar', u'In', u'salad']"
992,"[u'the', u'presentation', u'of', u'the', u'food', u'was', u'awful']",0,"[u'presentation', u'food', u'awful']"
993,"[u'I', u'can', u't', u'tell', u'you', u'how', u'disappointed', u'I', u'was']",0,"[u'I', u'tell', u'disappointed', u'I']"
994,"[u'I', u'think', u'food', u'should', u'have', u'flavor', u'and', u'texture', u'and', u'both', u'were', u'lacking']",0,"[u'I', u'think', u'food', u'flavor', u'texture', u'lacking']"
995,"[u'Appetite', u'instantly', u'gone']",0,"[u'Appetite', u'instantly', u'gone']"
996,"[u'Overall', u'I', u'was', u'not', u'impressed', u'and', u'would', u'not', u'go', u'back']",0,"[u'Overall', u'I', u'impressed', u'would', u'go', u'back']"
997,"[u'The', u'whole', u'experience', u'was', u'underwhelming', u'and', u'I', u'think', u'we', u'll', u'just', u'go', u'to', u'Ninja', u'Sushi', u'next', u'time']",0,"[u'The', u'whole', u'experience', u'underwhelming', u'I', u'think', u'go', u'Ninja', u'Sushi', u'next', u'time']"
998,"[u'Then', u'as', u'if', u'I', u'hadn', u't', u'wasted', u'enough', u'of', u'my', u'life', u'there', u'they', u'poured', u'salt', u'in', u'the', u'wound', u'by', u'drawing', u'out', u'the', u'time', u'it', u'took', u'to', u'bring', u'the', u'check']",0,"[u'Then', u'I', u'wasted', u'enough', u'life', u'poured', u'salt', u'wound', u'drawing', u'time', u'took', u'bring', u'check']"
